1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
1606.6634683609009,[0.      0.      0.00025]
